open,volume,sma_30,rsi,macd,dia_close,dia_volume,gld_close,gld_volume,spy_close,spy_volume,federal_funds_rate_daily,treasury_yield_daily,cpi_monthly,durables_monthly,nonfarm_payroll_monthly,real_gdp_per_capita_quarterly,real_gdp_quarterly,retail_sales_monthly,unemployment_monthly,central_bank_policy_rate_prcnt,domestic_credit_gdp,foreign_direct_investment_value,gdp_growth_annual_prcnt,inflation_rate_value,individuals_using_the_internet_prcnt_of_population,mobile_cellular_subscriptions_per_100_people,personal_remittances_received_prcnt_of_gdp,stock_market_index_value,tariffs_value,total_public_debt_gdp_value,trade_balance_value,trade_in_services_value,unemployment_rate_value,value,classification_numerical
449.26,6596.94545292,447.99427777777777,42.43199375985768,-0.296769732047025,139.57,9847668.0,103.88,5947136.0,168.043,156345192.0,0.36000000000000004,2.12,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
434.01,9009.15070912,440.27675,33.883955248499014,-3.5800006863917084,136.67,15195396.0,104.73,6322843.0,163.905,201759044.0,0.36000000000000004,2.08,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
432.7,5673.6329624499995,431.6639305555555,51.60815507266986,-0.7968748774090292,138.311,13791308.0,103.0,9120553.0,166.569,206742305.0,0.36000000000000004,2.1,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
430.04,28641.67358553,421.98240277777774,19.059022351758525,-7.291240927770112,135.601,18078264.0,104.24,9503060.0,163.384,270198794.0,0.36000000000000004,2.03,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
357.59,17985.23878449,383.76006944444447,48.59344270422042,-8.632037136456729,135.601,4200.0,104.24,12000.0,163.384,1408656.0,0.36000000000000004,2.03,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
388.7,8278.40179348,377.6695277777778,55.463246585722224,1.3238025365997999,135.601,4200.0,104.24,12000.0,163.384,1408656.0,0.36000000000000004,2.03,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
378.47,8711.45975604,382.0926527777778,47.475023931942296,-0.29908678671790767,135.601,4200.0,104.24,12000.0,163.384,1408656.0,0.36000000000000004,2.06,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
384.79,8133.36701034,381.6984027777778,46.39506233565677,-0.044142387112647924,134.417,9832813.0,104.45,4523348.0,163.21,177842287.0,0.36000000000000004,2.06,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
375.28,13874.69165931,381.9563055555555,67.03154697928557,2.416956871679955,134.214,15101992.0,105.02,9093685.0,162.724,262055477.0,0.36999999999999994,2.01,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
418.89,8739.16341887,404.23966666666666,54.37777208629066,5.43506415814651,134.603,15300694.0,105.49,6093822.0,162.264,174758997.0,0.36999999999999994,2.02,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
409.02,13430.10303924,405.89433333333335,32.04775302139797,-3.1711683620016395,135.973,6860327.0,104.9,4089132.0,165.527,146061399.0,0.38000000000000006,2.07,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
382.93,6310.0300222,390.6519305555555,52.205010458224706,-1.9493315310092996,135.973,2400.0,104.9,3600.0,165.527,1366176.0,0.38000000000000006,2.07,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
387.5,3550.83177183,391.4253194444445,61.693188232136244,1.5323763910792867,135.973,2400.0,104.9,3600.0,165.527,1366176.0,0.38000000000000006,2.07,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
403.04,6491.99981186,398.4854722222222,39.8092911641716,0.29593910142895413,133.96,5082874.0,106.09,6648124.0,162.525,114784116.0,0.38000000000000006,2.03,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
391.4,6981.00990035,394.6611388888889,48.939479063257146,-0.8031591685651852,135.94,5126484.0,107.09,7718850.0,165.061,129598589.0,0.38000000000000006,2.01,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
391.7,6324.16419027,393.73541666666665,52.98458367455368,0.08497223484623596,134.417,9565443.0,107.4,8462482.0,163.277,167719276.0,0.38000000000000006,2.02,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
394.6,9103.71549887,390.64562499999994,29.737521151891528,-2.224344075920603,135.686,7878896.0,106.6,5794680.0,164.193,133973776.0,0.38000000000000006,2.0,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
379.63,12105.31043689,380.41498611111115,43.33193004243367,-2.1071072946756453,139.12,5982254.0,106.949,7313682.0,168.409,176533364.0,0.29,1.9400000000000002,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
378.68,4154.2964224,378.5413472222222,50.59575199192022,-0.10120099469353504,139.12,39696.0,106.949,256320.0,168.409,1513032.0,0.29,1.9400000000000002,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
378.46,5506.77681302,379.6673055555555,47.48507024709349,0.1393560045543699,139.12,39696.0,106.949,256320.0,168.409,1513032.0,0.29,1.9400000000000002,236.916,199424.0,141072.0,58704.0,4641.851,351787.0,4.8,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
367.89,7931.22922922,376.55822222222224,41.61802076083922,-1.3940409893911365,138.427,5724024.0,108.0,10995683.0,167.48,112148411.0,0.38000000000000006,1.97,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
371.33,6856.21815799,373.0159861111111,51.70344119266875,-0.5103307932314678,136.304,6417289.0,107.94,6120856.0,164.989,142914638.0,0.38000000000000006,1.87,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
372.93,7147.95657328,372.45661111111116,38.16787553176838,-0.4020576810231044,138.071,13707676.0,109.2,13242398.0,165.996,191636091.0,0.38000000000000006,1.88,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
368.87,8887.7572324,372.01177777777775,69.96469304280099,1.2238978330470498,138.562,8056766.0,110.51,11240433.0,166.207,134579307.0,0.38000000000000006,1.87,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
387.99,7443.92933224,382.249,54.077616514459955,2.4273632881758735,136.997,7365451.0,112.45,13947245.0,163.149,157975634.0,0.38000000000000006,1.86,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
384.44,6276.66473729,381.8302777777778,32.83205951041476,-1.8544362735870905,136.997,2400.0,112.45,32640.0,163.149,5220000.0,0.38000000000000006,1.86,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
375.44,4164.50911131,375.8946111111111,54.39231049420314,-0.3402488458511499,136.997,2400.0,112.45,32640.0,163.149,5220000.0,0.38000000000000006,1.86,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
377.47,7094.2085777699995,376.95793055555555,41.44710140882885,-0.15667105156763483,135.271,12176717.0,114.15,23322287.0,160.563,178567863.0,0.38000000000000006,1.75,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
371.02,8424.5942075,373.71008333333333,46.38967159614447,-0.9528886613384486,135.906,10990040.0,113.95,14881781.0,160.867,167263416.0,0.38000000000000006,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
372.76,9736.036824750001,373.4010416666667,63.220299355965885,0.7304619520545165,134.045,7266521.0,115.6,12442176.0,159.626,137867438.0,0.38000000000000006,1.71,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
378.49,10413.06371586,376.28398611111106,47.06620986605452,0.03602913900670758,133.081,14346546.0,118.35,40887445.0,158.864,192404981.0,0.38000000000000006,1.63,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
378.23,6162.21762337,377.082625,64.66634229115395,0.9961314239049107,135.238,5869313.0,118.35,14871879.0,162.065,117636628.0,0.38000000000000006,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
382.05,5978.85647171,383.53545833333334,69.33484160922022,2.1312532169954466,135.238,27072.0,118.35,18600.0,162.065,1127520.0,0.38000000000000006,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
391.0,7557.25485027,392.6724583333333,76.51816363077972,2.9220124573814132,135.238,27072.0,118.35,18600.0,162.065,1127520.0,0.38000000000000006,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
406.62,6568.48538284,401.38041666666663,50.643618568500216,1.3997249326668448,135.238,27072.0,118.35,18600.0,162.065,1127520.0,0.38000000000000006,1.78,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
398.94,5649.4355706900005,401.53302777777776,62.003906773460926,0.4746170729953221,137.547,5197394.0,114.71,12576156.0,165.085,108808418.0,0.38000000000000006,1.78,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
407.41,8707.1340027,407.4301111111111,73.26441675742932,2.7499519538943438,139.746,5348470.0,115.49,9426366.0,167.61,123669316.0,0.36999999999999994,1.8099999999999998,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
415.18,6518.6376118,417.26969444444444,56.100076701752776,1.784927402946953,139.061,4925829.0,117.88,11908293.0,166.645,98601913.0,0.38000000000000006,1.75,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
421.18,5800.21753183,419.79080555555555,48.194269699060676,0.2917490727992629,138.987,4351553.0,117.49,13210235.0,166.699,92586420.0,0.38000000000000006,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
420.72,9368.59512888,422.81143055555555,82.05509934086231,2.7101248323335247,138.987,2400.0,117.49,4164552.0,166.699,729096.0,0.38000000000000006,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
438.04,7111.14458641,435.58662499999997,53.239398128265144,2.1714595151822373,138.987,2400.0,117.49,4164552.0,166.699,729096.0,0.38000000000000006,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
438.56,5131.79988328,436.59179166666667,51.66779780662234,0.12407935878700489,140.439,3277816.0,115.88,9985751.0,168.296,90504666.0,0.38000000000000006,1.7700000000000002,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
437.45,9159.03224463,434.3193888888889,33.13476371122599,-2.3050585770157332,139.225,4452246.0,117.55,7565163.0,166.998,98705159.0,0.38000000000000006,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
420.32,7232.28236528,422.4593888888889,53.11381822378942,-1.87518029695723,140.201,6504679.0,117.3,15624315.0,168.391,135271763.0,0.38000000000000006,1.75,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
423.87,6049.81811526,422.06434722222224,51.9828128063349,0.19738592239795358,141.696,3963032.0,117.97,9659350.0,169.662,100066900.0,0.36999999999999994,1.71,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
423.51,6782.03746528,422.9373194444444,53.94890876822436,0.1718804305511578,140.949,3649882.0,117.06,11138380.0,169.364,110704396.0,0.36999999999999994,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
430.84,5520.65526894,427.4637916666666,63.04076094473305,1.9098843343593568,140.949,12888.0,117.06,7200.0,169.364,7776000.0,0.36999999999999994,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
433.09,5149.93009024,430.1101388888889,52.74043926115338,0.07959893277104396,140.949,12888.0,117.06,7200.0,169.364,7776000.0,0.36999999999999994,1.76,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
433.73,7578.8900694,433.172125,56.209449305070486,1.4000790838973056,140.133,3336196.0,118.64,9299425.0,167.997,106936470.0,0.29,1.74,237.111,211114.0,141901.0,58704.0,4641.851,363543.0,4.9,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
436.41,7580.23306278,435.40237499999995,43.63708019985222,-0.33906525707696744,142.985,3775315.0,118.0,12716376.0,172.389,120087279.0,0.36000000000000004,1.83,238.132,243551.0,142797.0,58704.0,4641.851,405012.0,5.0,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
433.03,7437.60843525,432.71451388888886,42.02349100177027,-0.7145263451100471,143.325,2931863.0,118.6,7955752.0,172.733,84633516.0,0.36999999999999994,1.84,238.132,243551.0,142797.0,58704.0,4641.851,405012.0,5.0,2.48453034184575,183.64422192835,11385312000000.0,1.66747207596187,1.26158320570536,85.54442129,103.3702501,0.0338591199244413,9.53501570496198,2.76,98.5041017174837,-503272000000.0,6.9350752234497,4.87,,
